time,seconds_elapsed,z,y,x
1760657127739481900,0.06848193359375,0.2536158646285534,-0.11333104949519038,0.13527001004549674
1760657127749516000,0.07851611328125,0.4762988308548927,-0.12002733226343988,0.10603668210278265
1760657127759549000,0.088548828125,0.40151626933217044,-0.13888663877323268,0.1515777780421078
1760657127769583000,0.0985830078125,0.07228139235675335,-0.08408011283054947,0.10995570957688613
1760657127779617000,0.108616943359375,-0.17107377502024174,-0.008040098592638968,0.048313711590971795
1760657127789651000,0.11865087890625,-0.21679157010018824,-0.018228461260348557,0.043424245349247936
1760657127799685000,0.12868505859375,-0.09497253211438655,-0.07287760468423365,0.017747016152646393
1760657127809719000,0.138718994140625,0.07245382631421089,-0.13200973874107003,-0.0266925985179143
1760657127819753000,0.1487529296875,0.3025789252400398,-0.1666078816525638,-0.05808525991898495
1760657127829787100,0.158787109375,0.39947278080582616,-0.11846359007805585,-0.15523644668012856
1760657127839821000,0.168821044921875,0.2874783867418766,-0.10496507994905113,-0.24283941814089194
1760657127849855000,0.17885498046875,0.147408237272501,-0.07629545030370354,-0.2803866018500179
1760657127859889200,0.18888916015625,0.019660393759608267,-0.05137392114549875,-0.22930696920966728
1760657127869922800,0.1989228515625,-0.06023907238543033,-0.03616393092349172,-0.13258006770862266
1760657127879957000,0.20895703125,-0.023839725270867345,-0.009117372435331344,0.03054067051450256
1760657127889991200,0.2189912109375,0.11294424213469027,0.017547200997918844,0.09851183042274787
1760657127900024800,0.22902490234375,0.1947732150375843,0.037950083687901495,0.08763073625052348
1760657127910059000,0.23905908203125,0.2781102544158697,0.021055793640762568,-0.0010634325470076874
1760657127920093200,0.24909326171875,0.40601942597031593,-0.012801613906025886,-0.10602743021724745
1760657127930126800,0.259126953125,0.5328577534228564,-0.07387319159284234,-0.19181188101395963
1760657127940161000,0.2691611328125,0.45722237446308134,-0.12913272200003265,-0.21651003147875889
1760657127950195200,0.2791953125,0.31477205185890195,-0.16536533424556255,-0.22641406077975407
1760657127960228900,0.289228759765625,0.10316928257346153,-0.17198007621020078,-0.14496240588980727
1760657127970263000,0.299262939453125,0.005959785187244415,-0.07550970675349235,-0.04075096645280719
1760657127980297200,0.309297119140625,0.11851999644041061,0.003273614843189716,0.07899773153234273
1760657127990331000,0.319330810546875,0.2455757660359144,0.05690247530862689,0.14135016107624396
1760657128000365000,0.329364990234375,0.2762275094091892,0.07890899380296468,0.1303594599165488
1760657128010399000,0.33939892578125,0.22462767055332658,-0.002534633044153452,0.031013557856413534
1760657128020433000,0.349432861328125,0.24559622430205344,-0.06939137000367045,-0.08662388816238381
1760657128030467000,0.359467041015625,0.3011334026068449,-0.1129977258875966,-0.17753305242853237
1760657128040500000,0.3695,0.25746084961891175,-0.10975260648652911,-0.14199648702261036
1760657128050534000,0.379533935546875,0.11538403650224208,-0.04698313884064555,-0.02884432862512767
1760657128060568000,0.389568115234375,-0.13607786496281624,0.0003140343852341175,-0.02922482497585006
1760657128070602000,0.39960205078125,-0.24612755469977854,0.08677695069909096,-0.05168622023137286
1760657128080636000,0.409635986328125,-0.07790566197931766,0.15132497232481837,0.025374880682583898
1760657128090669800,0.419669921875,0.25749533641040323,0.2241626833900809,0.12505270441109315
1760657128100704000,0.4297041015625,0.5664151551097631,0.2813283396795392,0.1042965330377221
1760657128110738000,0.439738037109375,0.860192934256792,0.3194799372889101,0.058996104853320866
1760657128120771800,0.449771728515625,1.1006120481818913,0.4036592727102339,-0.022859281132463365
1760657128130806000,0.459805908203125,1.3007774776518344,0.49399274684712285,-0.05605011452930048
1760657128140840000,0.46983984375,1.619118035647273,0.5635847539894282,-0.06080850630383938
1760657128150873900,0.479873779296875,1.9816367580652237,0.7541384516358375,-0.11201043188329786
1760657128160908800,0.48990869140625,2.5899820064097643,1.0663491285741329,-0.27903865783978254
1760657128170942500,0.4999423828125,3.3990754525482654,1.33768024424389,-0.3279605096580461
1760657128180976600,0.5099765625,4.482611278244852,1.460791075605899,-0.4610616603650152
1760657128191010800,0.5200107421875,5.526368635782599,1.484861833153665,-0.7485431889120489
1760657128201044500,0.53004443359375,6.291397314745187,1.4972173107273876,-0.9991620636817067
1760657128211078700,0.54007861328125,6.675759620180726,1.5680151865281164,-1.001115462771803
1760657128221112800,0.55011279296875,6.759298319610953,1.4692701501376926,-0.6952925871744752
1760657128231146500,0.560146484375,6.6235366809904574,1.3089140223562716,-0.19467329832706598
1760657128241180700,0.5701806640625,6.408156146731972,1.2692717477977276,0.2920832867214456
1760657128251214600,0.580214599609375,5.974383036917447,1.2925086848698555,0.6006826778274029
1760657128261248500,0.59024853515625,5.442772653207182,1.3965844147637485,0.6532958584442734
1760657128271282700,0.60028271484375,5.014407539916038,1.5631638009741902,0.545212573409453
1760657128281316600,0.610316650390625,5.058433728647231,1.7089127267323434,0.4483198138222098
1760657128291350500,0.6203505859375,5.343779779535532,1.8215838510140776,0.2223074109122157
1760657128301383400,0.630383544921875,5.59106468757689,1.9367408007621765,-0.29003793503157793
1760657128311417600,0.64041748046875,5.648440771746635,1.6962101892866193,-0.6316357422348111
1760657128321451800,0.65045166015625,5.643943460327386,1.1670216258957982,-0.43918271377310153
1760657128331485400,0.6604853515625,5.689079656127095,0.6993007999025285,0.13319193426296114
1760657128341519600,0.67051953125,5.568250798222422,0.3429717259049415,0.7511364933408796
1760657128351553800,0.6805537109375,4.821055882114171,0.3407248237609863,1.1636288416523486
1760657128361587500,0.69058740234375,3.5215234360873695,0.3746234401009977,1.169852392342314
1760657128371621600,0.70062158203125,1.9996382787019014,0.1827667700972408,1.2466250317037104
1760657128381655800,0.71065576171875,0.4656202004522085,-0.20439181499332187,1.174131823227182
1760657128391689500,0.720689453125,-0.9370967257171868,-0.5605244896359741,0.8733698842812329
1760657128401723600,0.7307236328125,-2.10182439545691,-0.8685684022836386,0.5581590026136487
1760657128411757800,0.7407578125,-3.1843226947993037,-1.298924543261528,0.4448821675237268
1760657128421791500,0.75079150390625,-4.60844890422225,-1.547979383584857,0.27896453315764663
1760657128431825700,0.76082568359375,-6.358158482375741,-1.3604216528840363,0.08686740546151996
