time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1760677253972449500,0.068449462890625,-2.441898188554204,0.011807739082546929,0.9393331397279973,-0.029959217192550743,-0.3426154621495787,0.011338251913662755,0.013210147782160913
1760677253982423600,0.078423583984375,-2.44162057240377,0.011655961451312702,0.9392887276399156,-0.029463134733717297,-0.342752530603794,0.011028160557352455,0.012727376835084408
1760677253992397600,0.0883974609375,-2.441503984099587,0.011410113627544493,0.9392722468142319,-0.02886324889564431,-0.34281217680706105,0.010826009160647432,0.012514414761884605
1760677254002371600,0.09837158203125,-2.44148765154795,0.011145171365872081,0.9392727889307377,-0.028285074627966245,-0.3428233454986346,0.010708707779852557,0.012475469382464148
1760677254012345600,0.108345703125,-2.4415073618448586,0.01089937374072716,0.9392790613578014,-0.027759611752271374,-0.3428169229535172,0.010616134945373485,0.012470370206618715
1760677254022319600,0.118319580078125,-2.4414785100181624,0.01060777722500812,0.9392775589528508,-0.027118098805978916,-0.34283423568812177,0.010479396906910994,0.012413025068102025
1760677254032294700,0.128294677734375,-2.441429794162007,0.01026347853135559,0.9392737490255356,-0.026288772294882745,-0.34286341952090266,0.010213065190947382,0.012148084162976528
1760677254042268700,0.1382685546875,-2.441438444169592,0.009882229744975969,0.9392803712919584,-0.025315662336321692,-0.3428673334926327,0.009838871153335604,0.011706596962206155
1760677254052242700,0.14824267578125,-2.4415812494663482,0.009462713359884078,0.9393102157750921,-0.024264423783882327,-0.34280830040341614,0.009456674826790204,0.011277948252086
1760677254062216400,0.158216552734375,-2.4419673032230778,0.009134207727043119,0.9393802184981414,-0.02345401069786198,-0.3426325678528811,0.00917813737189853,0.010984388170828125
1760677254072190500,0.1681904296875,-2.442607292205789,0.008944145891723019,0.9394919602560026,-0.023003026981534683,-0.3423347737962169,0.00904630881462033,0.010874298795087523
1760677254082164500,0.17816455078125,-2.44348480861326,0.008832405509355755,0.9396429489790737,-0.02279290694648118,-0.34192285887661716,0.009053132793196002,0.010973642346749858
1760677254092138500,0.188138427734375,-2.4445706608473334,0.008772755364838953,0.9398285404665034,-0.022731303682552592,-0.3414115633516403,0.009135826120312211,0.011182213048578105
1760677254102112500,0.198112548828125,-2.4458025278525763,0.008768059115767135,0.9400383268850792,-0.022777025628816422,-0.3408312541886555,0.009225916214217537,0.011368817415245903
1760677254112087800,0.208087890625,-2.4470438904623766,0.008751748104936985,0.9402495333235702,-0.022786827495610455,-0.3402466889981183,0.009295737989797345,0.01152537514141787
1760677254122061800,0.218061767578125,-2.4481573998049453,0.008668635313213992,0.9404392678378413,-0.022657271394454948,-0.33972274604618696,0.009344584468942705,0.01168642917219186
1760677254132035800,0.228035888671875,-2.4491363157149575,0.00861149642636727,0.9406057890043511,-0.02255701877415679,-0.33926231759675696,0.0093636928042244,0.011772246754195033
1760677254142009900,0.238009765625,-2.4500233859440224,0.008692642707347048,0.94075561054693,-0.022707330049228324,-0.3388446989052595,0.00936787638625452,0.011735122081633865
1760677254151983600,0.247983642578125,-2.4508957956931914,0.008807593309676518,0.9409024440549058,-0.02291081550469756,-0.33843383549054046,0.009356460486232458,0.011645721143736468
1760677254161957600,0.25795751953125,-2.4519037008414992,0.008905296877782867,0.9410720016085975,-0.02310426307608949,-0.33795875217268084,0.00937924079166196,0.011634098218106612
1760677254171931600,0.267931640625,-2.453098726759083,0.009001258565121436,0.9412728228578741,-0.02331768056613565,-0.3373950740407527,0.00943803545915314,0.011693838469835256
1760677254181905700,0.27790576171875,-2.4545506000618467,0.009044824139805924,0.9415166416130363,-0.023460847253374873,-0.3367097307582623,0.00954135767162447,0.01187601262395334
1760677254191880700,0.287880615234375,-2.456334004049028,0.009029819878024566,0.9418161193381234,-0.02350941294914837,-0.3358680874907665,0.009671433774125954,0.012152066871467969
1760677254201854700,0.297854736328125,-2.4584804974661014,0.008983161116668368,0.9421755248919664,-0.023532079691496045,-0.3348542750562721,0.009855964905616289,0.01255632794837368
1760677254211828700,0.307828857421875,-2.461020205548894,0.00896364136793301,0.9425989034573898,-0.023659340027042435,-0.33365338454678956,0.01012557320821869,0.013107585175171948
1760677254221802800,0.317802734375,-2.463957980609312,0.008992613910426574,0.943085405680384,-0.023991105852769888,-0.3322608987907819,0.010571300833083577,0.013963944913364756
1760677254231776800,0.32777685546875,-2.467287382062141,0.009011038000829733,0.9436333405411003,-0.024446102939550057,-0.33067911139227224,0.011241398920452977,0.015256585409207926
1760677254241750800,0.337750732421875,-2.4710221973218807,0.009145821732181566,0.9442428207758661,-0.02523718818033422,-0.3289003889911143,0.01209968240197287,0.01683474300655761
1760677254251724800,0.347724853515625,-2.475139958520725,0.00952409420640822,0.9449086590047647,-0.02653030991420189,-0.32693551901228696,0.013036063940571687,0.01840928983500821
1760677254261698800,0.35769873046875,-2.4796105261565877,0.010096021650461183,0.9456261200868866,-0.02814063401469294,-0.32480097275861314,0.013912068608493481,0.019754120349567608
1760677254271672800,0.3676728515625,-2.4843784127327577,0.010737872794210276,0.9463871102362282,-0.029745800525551917,-0.3225264215953657,0.014589007212684588,0.020688677213121797
1760677254281647600,0.377647705078125,-2.4893802188337952,0.01137475756286991,0.9471818528078266,-0.03115878976119633,-0.3201443376489285,0.014991478429833189,0.021117753754800416
