time,seconds_elapsed,z,y,x
1760656552944610800,0.06761083984375,-0.37015900803804397,-0.11303192041814326,0.29194301973422987
1760656552954643700,0.077643798828125,0.1332861884176731,-0.03680646661072969,0.10246213895110413
1760656552964678000,0.087677978515625,0.37048341768682,0.03695172030031681,0.06909477081042714
1760656552974710800,0.097710693359375,0.2617921568214893,0.06427899542599916,0.06180145373078994
1760656552984744000,0.107743896484375,0.07788754180073737,0.06415186191499232,0.012798348803282714
1760656552994777900,0.11777783203125,0.067947747066617,0.07883855891525746,-0.06209449099376797
1760656553004810800,0.127810791015625,0.253487854334712,0.06539543223530053,-0.04655532361632213
1760656553014845000,0.137844970703125,0.27036007868051526,0.05704670608490705,0.13625961473789067
1760656553024877800,0.1478779296875,-0.08000526460707187,0.05971738659888506,0.2783017218673602
1760656553034911000,0.157910888671875,-0.37068098608553407,0.07808131080716849,0.2461378934307024
1760656553044944600,0.167944580078125,-0.33870997680723663,0.09336480465680361,0.11148321140510961
1760656553054977800,0.177977783203125,-0.08662029883265494,0.07614712787419557,0.05191699677994475
1760656553065011700,0.18801171875,0.12006664136052131,0.061088967213034626,0.007073125857161358
1760656553075044900,0.198044921875,0.17012743408083913,-0.0023141221612691877,-0.00463168752179481
1760656553085077800,0.208077880859375,0.11998656186163424,0.01826426322609186,0.0006035919163376093
1760656553095112000,0.21811181640625,0.028629882156848904,0.04124678714573383,-0.0245644593488425
1760656553105144800,0.228144775390625,0.03759001820385456,0.09726151983439922,0.03629187728525139
1760656553115178800,0.2381787109375,0.04325461983680725,0.05586217247545719,0.04114727229401469
1760656553125211600,0.248211669921875,-0.0264864403873682,-0.05313713142573833,-0.07566055906680412
1760656553135244800,0.258244873046875,-0.0897159267604351,-0.10517653074264526,-0.11507700724652968
1760656553145279000,0.268279052734375,-0.10276011725068092,-0.042808045113086696,-0.044182867997093124
1760656553155311900,0.278311767578125,0.020598551392555235,0.05319675265848636,-0.03286981214839033
1760656553165345800,0.288345703125,0.03434825980365276,0.08938859450221061,0.041068188308971
1760656553175378700,0.298378662109375,-0.12323533452451228,-0.006008885025978088,0.08276976088434457
1760656553185412900,0.308412841796875,-0.2564069566518068,-0.02234130340665579,0.08837614779034629
1760656553195445800,0.31844580078125,-0.19752923574745654,0.026277473811805247,0.09998433239441365
1760656553205479000,0.32847900390625,-0.022781740650534628,0.02275163777321577,0.08279504145607351
1760656553215512800,0.338512939453125,0.1330471189647913,-0.026519758135080337,0.013436843069642782
1760656553225546000,0.3485458984375,0.12261574132144451,-0.07003244438618421,-0.019414867166476325
1760656553235579600,0.35857958984375,0.0454354710072279,-0.07794014877080917,-0.10205270876684225
1760656553245612800,0.36861279296875,0.03784896140098572,-0.01057633907198906,-0.15731990189068018
1760656553255645700,0.378645751953125,0.04757248303592205,0.004096621663868427,-0.19796620239261536
1760656553265680000,0.388679931640625,0.07986731744110584,-0.05959960543811321,-0.23123563571730626
1760656553275712800,0.398712646484375,0.13887363316118717,-0.04693272382766008,-0.20727412896398453
1760656553285746700,0.40874658203125,0.08823591733574866,-0.0022191373541951176,-0.05248911584578454
1760656553295779600,0.418779541015625,0.02987842091321945,0.07616729387938975,0.0828183949321974
1760656553305812700,0.428812744140625,0.03498655770719051,0.10288812754452228,0.03626298911748454
1760656553315847000,0.438846923828125,0.06535188535451888,0.036896190720796584,-0.02289064438510686
1760656553325879800,0.4488798828125,-0.05717442411780357,-0.02171732628941536,-0.1455453842763789
1760656553335914000,0.4589140625,-0.15365736079514025,0.011279226644337177,-0.2506217425801791
1760656553345947000,0.46894677734375,-0.12694821756780147,0.09835399124622345,-0.2852532763046212
1760656553355980000,0.47897998046875,0.004137245935201645,0.13046791612654923,-0.28455506490739063
1760656553366013700,0.489013671875,0.1759463494926691,0.12227262697219848,-0.297101772470586
1760656553376046800,0.499046875,0.389694898635149,0.11274433564841746,-0.41736755313239987
1760656553386080800,0.509080810546875,0.48595630151629443,0.1348483231678605,-0.4882605964032933
1760656553396114000,0.519114013671875,0.4481406578630209,0.15759382346123457,-0.5245495054133236
1760656553406146800,0.529146728515625,0.48472705198228355,0.20234949551075695,-0.6102131976408883
1760656553416180700,0.5391806640625,0.600539543029666,0.29945962417572736,-0.7734618685260415
1760656553426213600,0.549213623046875,0.7301648708522319,0.3540685817196965,-0.9667178108684717
1760656553436247800,0.559247802734375,0.8482417997002601,0.3051195496335625,-1.2293006796762347
1760656553446280700,0.56928076171875,1.067331709870696,0.3176394239887595,-1.5610900634400546
1760656553456315000,0.57931494140625,1.3011211765229702,0.3781415312245488,-1.8478075488120316
1760656553466348000,0.58934814453125,1.414228500264883,0.4773883796572685,-2.0999850512005387
1760656553476381000,0.599380859375,1.5110077895402907,0.519243654090166,-2.4213047711372373
1760656553486414800,0.609414794921875,1.6254221042275427,0.5432704263657331,-2.7671064597710964
1760656553496447700,0.61944775390625,1.7047259425669907,0.7599889312297106,-3.002737754897773
1760656553506482000,0.62948193359375,1.785938829398155,1.1072618614599108,-3.2901924685031174
1760656553516514800,0.639514892578125,1.979047326093912,1.3629752828896045,-3.5635891384005545
1760656553526548000,0.6495478515625,2.298668571549654,1.3695795034602283,-3.4791672263950106
1760656553536581600,0.65958154296875,2.6626608736515043,1.1669345321342348,-3.150496705304086
1760656553546614800,0.66961474609375,3.045136926949024,1.050127184830606,-2.802790644353628
1760656553556648700,0.679648681640625,3.367225439301133,1.0001146151661873,-2.4616540249213577
1760656553566681900,0.689681884765625,3.510423949924111,0.950953401634097,-2.280225736886263
1760656553576714800,0.69971484375,3.488823528012633,0.9972869905248284,-2.4283957523114976
1760656553586749000,0.7097490234375,3.1492280005425215,1.093439964595437,-2.8148209816262124
1760656553596781800,0.71978173828125,2.6632512407600877,1.0939113814994692,-3.3024899322792884
1760656553606816300,0.729816162109375,2.3731758232623337,1.0783005553916096,-3.5546757641047235
1760656553616849200,0.73984912109375,2.2615280506789683,1.077094686733186,-3.4183874712616205
1760656553626883300,0.74988330078125,2.27195007597208,1.0909539929985999,-3.052387628729641
1760656553636916200,0.759916259765625,2.2555852166265247,1.0046239092841744,-2.594583070464432
1760656553646949400,0.769949462890625,2.2176976767808196,0.9003519261658192,-2.1565572716414927
1760656553656983300,0.7799833984375,2.3565140267968174,0.9154790604099631,-1.8295013461403549
1760656553667016200,0.79001611328125,2.59633049865365,1.0015709514543414,-1.64266023927629
1760656553677050400,0.80005029296875,2.6968442982822656,1.146212062101066,-1.430182879113406
1760656553687083300,0.810083251953125,2.6268986553966998,1.2159040224865079,-1.2672048783957957
1760656553697116400,0.820116455078125,2.3523013775378465,1.1554600751787423,-1.2735533706396818
1760656553707150300,0.830150390625,1.9187930561393498,1.0498805165931582,-1.2884703692644834
1760656553717183200,0.840183349609375,1.3413754455000162,0.7686465771988034,-1.1303351324029267
1760656553727217200,0.850217041015625,0.7962836489260197,0.5077972541853786,-0.8862251280706376
1760656553737250300,0.860250244140625,0.5764075568139553,0.5061611774161457,-0.54968716154024
1760656553747283200,0.870283203125,0.6848766993612051,0.76020432754606,-0.15643018650934098
1760656553757317400,0.8803173828125,0.8649129485160112,0.9886839973524212,0.3384315617246553
1760656553767350300,0.890350341796875,1.0951795017391444,1.1660492737323045,0.7867394293807447
1760656553777384200,0.90038427734375,1.2342694079995156,1.2806360223770141,1.0607638757877051
1760656553787417000,0.9104169921875,1.156318737834692,1.214271014457196,1.246644613187015
1760656553797451300,0.920451171875,0.9553893382549286,1.0573870928309856,1.3488839214339852
1760656553807484400,0.930484375,0.6073059684246778,0.9413429849848151,1.3913123195797203
1760656553817517300,0.940517333984375,0.0890448956310749,0.8239536000095308,1.4512489018872379
